state,facility_id,activity
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WA,238873,FISHING
WA,238873,HIKING
WA,238873,HORSEBACK RIDING
WA,234632,BIKING
WA,234632,BOATING
WA,234632,CAMPING
WA,234632,FISHING
WA,234632,HIKING
WA,234632,SWIMMING
WA,232864,CAMPING
WA,232864,HIKING
WA,232864,FISH HATCHERY
WA,232864,KAYAKING
WA,232864,BIRDING
WA,232864,WATER ACCESS
WA,234027,CAMPING
WA,234027,FISHING
WA,234027,HIKING
WA,234027,SWIMMING SITE
WA,251362,BIRDING
WA,274185,HIKING
WA,274048,BIKING
WA,274048,HIKING
WA,274048,HORSEBACK RIDING
WA,274048,OFF HIGHWAY VEHICLE
WA,274145,HIKING
WA,274145,WILDLIFE VIEWING
WA,234022,BIKING
WA,234022,CAMPING
WA,234022,FISHING
WA,234022,HIKING
WA,234022,HUNTING
WA,234022,PICNICKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
WY,253945,BIKING
WY,253945,HIKING
WY,247186,PICNICKING
WY,247382,FISHING
WY,261704,BOATING
WY,240400,CAMPING
WY,240400,FISHING
WY,240400,HIKING
WY,240400,WILDLIFE VIEWING
WY,262638,BIKING
WY,262644,CAMPING
WY,262644,HIKING
WY,262644,HUNTING
WY,262644,WILDLIFE VIEWING
WY,262644,PHOTOGRAPHY
WY,239015,HIKING
